City,Hotel Name,Review_link
San Antonio,Hotel Contessa,https://www.tripadvisor.in/Hotel_Review-g60956-d570285-Reviews-or850-Hotel_Contessa-San_Antonio_Texas.html
San Antonio,Hotel Contessa,https://www.tripadvisor.in/Hotel_Review-g60956-d570285-Reviews-or855-Hotel_Contessa-San_Antonio_Texas.html
San Antonio,Hotel Contessa,https://www.tripadvisor.in/Hotel_Review-g60956-d570285-Reviews-or860-Hotel_Contessa-San_Antonio_Texas.html
San Antonio,Hotel Contessa,https://www.tripadvisor.in/Hotel_Review-g60956-d570285-Reviews-or865-Hotel_Contessa-San_Antonio_Texas.html
San Antonio,Hotel Contessa,https://www.tripadvisor.in/Hotel_Review-g60956-d570285-Reviews-or870-Hotel_Contessa-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or5-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or10-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or15-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or20-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or25-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
San Antonio,"The St. Anthony, a Luxury Collection Hotel, San Antonio",https://www.tripadvisor.in/Hotel_Review-g60956-d99423-Reviews-or30-The_St_Anthony_a_Luxury_Collection_Hotel_San_Antonio-San_Antonio_Texas.html
